,Dataset,Tree,SVM,KNN,GB,RF,MLP
0,data/labor-negotiation/labor_negotiation_cleaned.csv,0.8699999999999999,0.7133333333333333,0.75,0.8300000000000001,0.9133333333333333,0.9266666666666667
1,data/heart-disease/heart_normalized.csv,0.9507526881720428,0.9507526881720428,0.9573118279569893,0.9507526881720428,0.9706451612903226,0.9835483870967743
2,data/allData_normalized.csv,0.7740346729708432,0.6926066644151752,0.4314702240234155,0.7501350894967916,0.750171676235506,0.7850529100529101
3,data/DB1.csv,0.808695652173913,0.7166007905138341,0.5019762845849802,0.766798418972332,0.8221343873517787,0.8011857707509881
4,data/DB2.csv,0.9595135064253869,0.9506097560975609,0.9514162077104642,0.9506097560975609,0.9514227642276423,0.9813794912142668
