,Algorithm,Recall,Precision,Balanced Accuracy
0,TREE_CLASSIFIER,0.6340511361351171,0.6441122510346575,0.6415376059305157
1,SVM_CLASSIFIER,0.7357251054531351,0.7223047740839774,0.7272540438968279
2,RANDOM_FOREST_CLASSIFIER,0.7085682394043757,0.7270201869360627,0.7215399155492432
3,KNN_CLASSIFIER,0.7241948024522051,0.6976206674857766,0.7050295412605835
