,Dataset,Tree,SVM,KNN,GB,RF,MLP
0,data/labor-negotiation/labor_negotiation_cleaned.csv,0.7894736842105263,0.631578947368421,0.7368421052631579,0.7894736842105263,0.9473684210526315,0.9473684210526315
1,data/heart-disease/heart_normalized.csv,1.0,0.9903846153846154,1.0,1.0,1.0,0.4807692307692308
2,data/allData_normalized.csv,0.7675507020280812,0.7285491419656787,0.7301092043681747,0.8143525741029641,0.8174726989079563,0.7893915756630265
3,data/DB1.csv,0.8072009291521487,0.7560975609756098,0.8199767711962834,0.8826945412311266,0.8826945412311266,0.8072009291521487
4,data/DB2.csv,0.997624703087886,0.997624703087886,0.997624703087886,0.997624703087886,0.997624703087886,0.9453681710213777
