,precision,recall,f1-score,support
0,0.8480392156862745,0.8480392156862745,0.8480392156862745,408.0
1,0.6075949367088608,0.6075949367088608,0.6075949367088608,158.0
accuracy,0.7809187279151943,0.7809187279151943,0.7809187279151943,0.7809187279151943
macro avg,0.7278170761975676,0.7278170761975676,0.7278170761975676,566.0
weighted avg,0.7809187279151943,0.7809187279151943,0.7809187279151943,566.0
