,precision,recall,f1-score,support
0,0.7167630057803468,0.7337278106508875,0.7251461988304092,338.0
1,0.5909090909090909,0.5701754385964912,0.5803571428571428,228.0
accuracy,0.6678445229681979,0.6678445229681979,0.6678445229681979,0.6678445229681979
macro avg,0.6538360483447189,0.6519516246236894,0.6527516708437759,566.0
weighted avg,0.6660656690477561,0.6678445229681979,0.6668212787563725,566.0
