,precision,recall,f1-score,support
0,0.8149253731343283,0.8076923076923077,0.8112927191679049,338.0
1,0.7186147186147186,0.7280701754385965,0.7233115468409587,228.0
accuracy,0.7756183745583038,0.7756183745583038,0.7756183745583038,0.7756183745583038
macro avg,0.7667700458745235,0.7678812415654521,0.7673021330044318,566.0
weighted avg,0.7761288550592913,0.7756183745583038,0.775851540209347,566.0
