,precision,recall,f1-score,support
0,0.7948717948717948,0.7560975609756098,0.7749999999999999,369.0
1,0.5813953488372093,0.6345177664974619,0.6067961165048545,197.0
accuracy,0.7137809187279152,0.7137809187279152,0.7137809187279152,0.7137809187279152
macro avg,0.6881335718545021,0.6953076637365359,0.6908980582524272,566.0
weighted avg,0.7205699223120539,0.7137809187279152,0.7164555387834918,566.0
