,precision,recall,f1-score,support
0,0.8721804511278195,0.8529411764705882,0.862453531598513,408.0
1,0.6407185628742516,0.6772151898734177,0.6584615384615385,158.0
accuracy,0.803886925795053,0.803886925795053,0.803886925795053,0.803886925795053
macro avg,0.7564495070010355,0.7650781831720029,0.7604575350300258,566.0
weighted avg,0.807567415184244,0.803886925795053,0.8055087702634565,566.0
