,precision,recall,f1-score,support
0,0.7591463414634146,0.7366863905325444,0.7477477477477478,338.0
1,0.6260504201680672,0.6535087719298246,0.6394849785407726,228.0
accuracy,0.7031802120141343,0.7031802120141343,0.7031802120141343,0.7031802120141343
macro avg,0.692598380815741,0.6950975812311845,0.6936163631442602,566.0
weighted avg,0.7055317300582218,0.7031802120141343,0.7041365969011217,566.0
