,precision,recall,f1-score,support
0,0.803921568627451,0.849112426035503,0.8258992805755396,338.0
1,0.7559808612440191,0.6929824561403509,0.7231121281464532,228.0
accuracy,0.7862190812720848,0.7862190812720848,0.7862190812720848,0.7862190812720848
macro avg,0.779951214935735,0.7710474410879269,0.7745057043609964,566.0
weighted avg,0.7846097642397788,0.7862190812720848,0.7844938552154129,566.0
