,precision,recall,f1-score,support
0,0.7037037037037037,0.7348066298342542,0.718918918918919,181.0
1,0.8726790450928382,0.8545454545454545,0.863517060367454,385.0
accuracy,0.8162544169611308,0.8162544169611308,0.8162544169611308,0.8162544169611308
macro avg,0.7881913743982709,0.7946760421898543,0.7912179896431866,566.0
weighted avg,0.8186427610090337,0.8162544169611308,0.8172763119536999,566.0
