,precision,recall,f1-score,support
0,0.8477011494252874,0.7994579945799458,0.8228730822873083,369.0
1,0.6605504587155964,0.7309644670050761,0.6939759036144578,197.0
accuracy,0.7756183745583038,0.7756183745583038,0.7756183745583038,0.7756183745583038
macro avg,0.7541258040704419,0.765211230792511,0.758424492950883,566.0
weighted avg,0.7825621281005363,0.7756183745583038,0.7780095766361571,566.0
