,precision,recall,f1-score,support
0,0.8846153846153846,0.8455882352941176,0.8646616541353384,408.0
1,0.6420454545454546,0.7151898734177216,0.6766467065868264,158.0
accuracy,0.8091872791519434,0.8091872791519434,0.8091872791519434,0.8091872791519434
macro avg,0.7633304195804196,0.7803890543559195,0.7706541803610824,566.0
weighted avg,0.8169015172107045,0.8091872791519434,0.8121769161270965,566.0
